name,solution
C0000484,0
C0000485,0
C0000486,0
C0000487,1
C0000488,0
C0000489,0
C0000490,0
C0000491,0
C0000492,0
C0000493,0
C0000494,0
C0000495,1
C0000496,0
C0000497,0
C0000498,0
C0000499,0
C0000500,0
C0000501,2
C0000502,0
C0000503,0
C0000504,0
C0000505,0
C0000506,0
C0000507,0
C0000508,0
C0000509,1
C0000510,0
C0000511,0
C0000512,0
C0000513,0
C0000514,0
C0000515,3
C0000516,0
C0000517,0
C0000518,0
C0000519,0
C0000520,0
C0000521,0
C0000522,0
C0000523,1
C0000524,0
C0000525,0
C0000526,0
C0000527,0
C0000528,0
C0000529,4
C0000530,0
C0000531,0
C0000532,0
C0000533,0
C0000534,0
C0000535,0
C0000536,0
C0000537,1
C0000538,0
C0000539,0
C0000540,0
C0000541,0
C0000542,0
C0000543,5
C0000544,0
C0000545,0
C0000546,0
C0000547,0
C0000548,0
C0000549,0
C0000550,0
C0000551,1
C0000552,0
C0000553,0
C0000554,0
C0000555,0
C0000556,0
C0000557,6
C0000558,0
C0000559,0
C0000560,0
C0000561,0
C0000562,1
C0000563,0
C0000564,0
C0000565,0
C0000566,0
C0000567,0
C0000568,0
C0000569,0
C0000570,0
C0000571,7
C0000572,0
C0000573,0
C0000574,0
C0000575,0
C0000576,0
C0000577,0
C0000578,0
C0000579,0
C0000580,0
C0000581,0
C0000582,0
C0000583,0
C0000584,0
C0000585,0
C0000586,0
C0000587,0
C0000588,0
C0000589,0
C0000590,0
C0000591,0
C0000592,0
C0000593,0
C0000594,0
C0000595,0
C0000596,0
C0000597,0
C0000598,0
C0000599,0
C0000600,0
C0000601,0
C0000602,1
C0000603,1
C0000604,0
C0000605,2
C0000606,0
C0000607,3
C0000608,0
C0000609,4
C0000610,0
C0000611,5
C0000612,0
C0000613,6
C0000614,0
C0000615,7
C0000616,0
C0000617,0
C0000618,0
C0000619,0
C0000620,0
C0000621,0
C0000622,0
C0000623,0
C0000624,0
C0000625,0
C0000626,0
C0000627,0
C0000628,0
C0000629,0
C0000630,0
C0000631,0
C0000632,0
C0000633,0
C0000634,0
C0000635,0
C0000636,0
C0000637,0
C0000638,0
C0000639,0
C0000640,0
C0000641,0
C0000642,0
C0000643,0
C0000644,0
C0000645,0
C0000646,0
C0000647,0
C0000648,0
C0000649,0
C0000650,0
C0000651,0
C0000652,0
C0000653,0
C0000654,0
C0000655,0
C0000656,0
C0000657,0
C0000658,0
C0000659,0
C0000660,0
C0000661,0
C0000662,0
C0000663,0
C0000664,0
C0000665,0
C0000666,0
C0000667,0
C0000668,0
C0000669,0
C0000670,0
C0000671,0
C0000672,0
C0000673,0
C0000674,12
C0000675,0
C0000676,0
C0000677,0
C0000678,0
C0000679,0
C0000680,0
C0000681,0
C0000682,0
C0000683,0
C0000684,0
C0000685,0
C0000686,0
C0000687,0
C0000688,0
C0000689,0
C0000690,0
C0000691,0
C0000692,0
C0000693,0
C0000694,0
C0000695,0
C0000696,0
C0000697,0
C0000698,0
C0000699,0
C0000700,0
C0000701,0
C0000702,0
C0000703,0
C0000704,0
C0000705,0
C0000706,0
C0000707,0
C0000708,0
C0000709,0
C0000710,0
C0000711,0
C0000712,0
C0000713,0
C0000714,0
C0000715,0
C0000716,0
C0000717,0
C0000718,0
C0000719,0
C0000720,0
C0000721,0
C0000722,0
C0000723,0
C0000724,0
C0000725,0
C0000726,0
C0000727,0
C0000728,0
C0000729,0
C0000730,0
C0000731,0
C0000732,0
C0000733,0
C0000734,0
C0000735,0
C0000736,0
C0000737,0
C0000738,0
C0000739,0
C0000740,0
C0000741,0
C0000742,0
C0000743,0
C0000744,0
C0000745,0
C0000746,0
C0000747,0
C0000748,0
C0000749,0
C0000750,0
C0000751,0
C0000752,0
C0000753,0
C0000754,0
C0000755,0
C0000756,0
C0000757,0
C0000758,0
C0000759,12
C0000760,0
C0000761,0
C0000762,12
C0000763,0
C0000764,0
C0000765,0
C0000766,0
C0000767,0
C0000768,0
C0000769,0
C0000770,0
C0000771,0
C0000772,0
C0000773,0
C0000774,0
C0000775,0
C0000776,0
C0000777,0
C0000778,0
C0000779,0
C0000780,0
C0000781,0
C0000782,0
C0000783,0
C0000784,0
C0000785,0
C0000786,0
C0000787,0
C0000788,0
C0000789,0
C0000790,0
C0000791,0
C0000792,0
C0000793,0
C0000794,0
C0000795,0
C0000796,0
C0000797,0
C0000798,0
C0000799,0
C0000800,0
C0000801,0
C0000802,0
C0000803,0
C0000804,0
C0000805,0
C0000806,0
C0000807,0
C0000808,0
C0000809,0
C0000810,0
C0000811,0
C0000812,0
C0000813,0
C0000814,0
C0000815,0
C0000816,0
C0000817,0
C0000818,0
C0000819,0
C0000820,0
C0000821,0
C0000822,0
C0000823,0
C0000824,0
C0000825,0
C0000826,0
C0000827,0
C0000828,0
C0000829,0
C0000830,0
C0000831,0
C0000832,0
C0000833,0
C0000834,0
C0000835,0
C0000836,0
C0000837,0
C0000838,0
C0000839,0
C0000840,0
C0000841,0
C0000842,0
C0000843,0
C0000844,0
C0000845,0
C0000846,12
C0000847,0
C0000848,0
C0000849,0
C0000850,0
C0000851,0
C0000852,0
C0000853,0
C0000854,0
C0000855,0
C0000856,0
C0000857,0
C0000858,0
C0000859,0
C0000860,0
C0000861,0
C0000862,0
C0000863,0
C0000864,0
C0000865,0
C0000866,0
C0000867,0
C0000868,0
C0000869,0
C0000870,0
C0000871,0
C0000872,0
C0000873,0
C0000874,0
C0000875,0
C0000876,0
C0000877,0
C0000878,0
C0000879,0
C0000880,0
C0000881,0
C0000882,0
C0000883,0
C0000884,0
C0000885,0
C0000886,0
C0000887,0
C0000888,0
C0000889,0
C0000890,0
C0000891,0
C0000892,0
C0000893,0
C0000894,0
C0000895,0
C0000896,0
C0000897,0
C0000898,0
C0000899,0
C0000900,0
C0000901,0
C0000902,0
C0000903,0
C0000904,0
C0000905,0
C0000906,0
C0000907,0
C0000908,0
C0000909,0
C0000910,0
C0000911,0
C0000912,0
C0000913,0
C0000914,0
C0000915,0
C0000916,0
C0000917,0
C0000918,0
C0000919,0
C0000920,0
C0000921,0
C0000922,0
C0000923,0
C0000924,0
C0000925,0
C0000926,0
C0000927,0
C0000928,0
C0000929,0
C0000930,0
C0000931,0
C0000932,0
C0000933,0
C0000934,0
C0000935,0
C0000936,0
C0000937,11
C0000938,0
C0000939,0
C0000940,11
C0000941,0
C0000942,0
C0000943,11
C0000944,0
C0000945,0
C0000946,0
C0000947,11
C0000948,0
C0000949,0
C0000950,0
C0000951,0
C0000952,11
C0000953,0
C0000954,0
C0000955,11
C0000956,0
C0000957,0
C0000958,0
C0000959,11
C0000960,0
C0000961,0
C0000962,0
C0000963,0
C0000964,0
C0000965,0
C0000966,0
C0000967,0
C0000968,0
C0000969,0
C0000970,10
C0000971,0
C0000972,0
C0000973,10
C0000974,0
C0000975,0
C0000976,10
C0000977,0
C0000978,0
C0000979,0
C0000980,10
C0000981,0
C0000982,0
C0000983,0
C0000984,0
C0000985,10
C0000986,0
C0000987,0
C0000988,10
C0000989,0
C0000990,0
C0000991,0
C0000992,10
C0000993,0
C0000994,0
C0000995,0
C0000996,0
C0000997,0
C0000998,0
C0000999,0
C0001000,0
C0001001,0
C0001002,0
C0001003,9
C0001004,0
C0001005,0
C0001006,9
C0001007,0
C0001008,0
C0001009,9
C0001010,0
C0001011,0
C0001012,0
C0001013,9
C0001014,0
C0001015,0
C0001016,0
C0001017,0
C0001018,9
C0001019,0
C0001020,0
C0001021,9
C0001022,0
C0001023,0
C0001024,0
C0001025,9
C0001026,0
C0001027,0
C0001028,0
C0001029,0
C0001030,0
C0001031,0
C0001032,0
C0001033,0
C0001034,0
C0001035,0
C0001036,8
C0001037,0
C0001038,0
C0001039,8
C0001040,0
C0001041,0
C0001042,8
C0001043,0
C0001044,0
C0001045,0
C0001046,8
C0001047,0
C0001048,0
C0001049,0
C0001050,0
C0001051,8
C0001052,0
C0001053,0
C0001054,8
C0001055,0
C0001056,0
C0001057,0
C0001058,8
C0001059,0
C0001060,0
C0001061,0
C0001062,0
C0001063,0
C0001064,0
C0001065,0
C0001066,0
C0001067,0
C0001068,0
C0001069,7
C0001070,0
C0001071,0
C0001072,7
C0001073,0
C0001074,0
C0001075,7
C0001076,0
C0001077,0
C0001078,0
C0001079,7
C0001080,0
C0001081,0
C0001082,0
C0001083,0
C0001084,7
C0001085,0
C0001086,0
C0001087,7
C0001088,0
C0001089,0
C0001090,0
C0001091,7
C0001092,0
C0001093,0
C0001094,0
C0001095,0
C0001096,0
C0001097,0
C0001098,0
C0001099,0
C0001100,0
C0001101,0
C0001102,6
C0001103,0
C0001104,0
C0001105,6
C0001106,0
C0001107,0
C0001108,6
C0001109,0
C0001110,0
C0001111,0
C0001112,6
C0001113,0
C0001114,0
C0001115,0
C0001116,0
C0001117,6
C0001118,0
C0001119,0
C0001120,6
C0001121,0
C0001122,0
C0001123,0
C0001124,6
C0001125,0
C0001126,0
C0001127,0
C0001128,0
C0001129,0
C0001130,0
C0001131,0
C0001132,0
C0001133,0
C0001134,0
C0001135,5
C0001136,0
C0001137,0
C0001138,5
C0001139,0
C0001140,0
C0001141,5
C0001142,0
C0001143,0
C0001144,0
C0001145,5
C0001146,0
C0001147,0
C0001148,0
C0001149,0
C0001150,5
C0001151,0
C0001152,0
C0001153,5
C0001154,0
C0001155,0
C0001156,0
C0001157,5
C0001158,0
C0001159,0
C0001160,0
C0001161,0
C0001162,0
C0001163,0
C0001164,0
C0001165,0
C0001166,0
C0001167,0
C0001168,0
C0001169,10
C0001170,5
C0001171,10
C0001172,10
C0001173,10
C0001174,10
C0001175,15
C0001176,16
C0001177,16
C0001178,16
C0001179,16
C0001180,16
C0001181,16
C0001182,16
C0001183,14
C0001184,15
C0001185,15
C0001186,15
C0001187,15
C0001188,15
C0001189,15
C0001190,15
C0001191,13
C0001192,14
C0001193,14
C0001194,14
C0001195,14
C0001196,14
C0001197,14
C0001198,14
C0001199,12
C0001200,13
C0001201,13
C0001202,13
C0001203,13
C0001204,13
C0001205,13
C0001206,13
C0001207,11
C0001208,12
C0001209,12
C0001210,12
C0001211,12
C0001212,12
C0001213,12
C0001214,12
C0001215,14
C0001216,5
C0001217,14
C0001218,14
C0001219,10
C0001220,11
C0001221,12
C0001222,13
C0001223,10
C0001224,10
C0001225,11
C0001226,12
C0001227,14
C0001228,10
C0001229,10
C0001230,11
C0001231,12
C0001232,14
C0001233,10
C0001234,10
C0001235,11
C0001236,12
C0001237,14
C0001238,10
C0001239,10
C0001240,11
C0001241,12
C0001242,13
C0001243,14
C0001244,11
C0001245,11
C0001246,11
C0001247,11
C0001248,14
C0001249,11
C0001250,11
C0001251,11
C0001252,12
C0001253,13
C0001254,11
C0001255,11
C0001256,11
C0001257,12
C0001258,13
C0001259,11
C0001260,11
C0001261,11
C0001262,12
C0001263,13
C0001264,10
C0001265,10
C0001266,11
C0001267,4
C0001268,10
C0001269,12
C0001270,13
C0001271,10
C0001272,12
C0001273,13
C0001274,10
C0001275,12
C0001276,13
C0001277,10
C0001278,12
C0001279,12
C0001280,13
C0001281,14
C0001282,10
C0001283,9
C0001284,12
C0001285,11
C0001286,13
C0001287,14
C0001288,10
C0001289,9
C0001290,12
C0001291,11
C0001292,13
C0001293,14
C0001294,10
C0001295,9
C0001296,12
C0001297,11
C0001298,13
C0001299,14
C0001300,10
C0001301,12
C0001302,13
C0001303,14
C0001304,11
C0001305,10
C0001306,12
C0001307,15
C0001308,10
C0001309,12
C0001310,15
C0001311,10
C0001312,12
C0001313,15
C0001314,10
C0001315,11
C0001316,12
C0001317,13
C0001318,14
C0001319,18
C0001320,16
C0001321,18
C0001322,16
C0001323,17
C0001324,18
C0001325,18
C0001326,18
C0001327,18
C0001328,18
C0001329,18
C0001330,18
C0001331,18
C0001332,18
C0001333,18
C0001334,16
C0001335,16
C0001336,16
C0001337,16
C0001338,16
C0001339,16
C0001340,17
C0001341,18
C0001342,18
C0001343,18
C0001344,18
C0001345,18
C0001346,18
C0001347,18
C0001348,18
C0001349,18
C0001350,18
C0001351,18
C0001352,18
C0001353,18
C0001354,18
C0001355,18
C0001356,30
C0001357,18
C0001358,18
C0001359,30
C0001360,18
C0001361,18
C0001362,30
C0001363,11
C0001364,11
C0001365,11
C0001366,11
C0001367,11
C0001368,10
C0001369,11
C0001370,12
C0001371,12
C0001372,12
C0001373,13
C0001374,13
C0001375,13
C0001376,12
C0001377,13
C0001378,14
C0001379,14
C0001380,14
C0001381,15
C0001382,15
C0001383,15
C0001384,18
C0001385,18
C0001386,18
C0001387,18
C0001388,17
C0001389,18
C0001390,18
C0001391,18
C0001392,25
C0001393,25
C0001394,25
C0001395,25
C0001396,25
C0001397,25
C0001398,25
C0001399,18
C0001400,18
C0001401,18
C0001402,18
C0001403,18
C0001404,18
C0001405,19
C0001406,20
C0001407,20
C0001408,25
C0001409,25
C0001410,25
C0001411,25
C0001412,26
C0001413,26
C0001414,26
C0001415,26
C0001416,26
C0001417,26
C0001418,26
C0001419,26
C0001420,27
C0001421,11
C0001422,11
C0001423,11
C0001424,11
C0001425,11
C0001426,10
C0001427,11
C0001428,12
C0001429,12
C0001430,12
C0001431,13
C0001432,13
C0001433,13
C0001434,12
C0001435,13
C0001436,14
C0001437,14
C0001438,14
C0001439,15
C0001440,15
C0001441,15
C0001442,18
C0001443,18
C0001444,18
C0001445,18
C0001446,17
C0001447,18
C0001448,18
C0001449,18
C0001450,24
C0001451,24
C0001452,24
C0001453,24
C0001454,24
C0001455,24
C0001456,24
C0001457,18
C0001458,18
C0001459,18
C0001460,18
C0001461,18
C0001462,18
C0001463,19
C0001464,20
C0001465,20
C0001466,24
C0001467,24
C0001468,24
C0001469,24
C0001470,25
C0001471,25
C0001472,25
C0001473,25
C0001474,25
C0001475,25
C0001476,25
C0001477,25
C0001478,26
C0001479,11
C0001480,11
C0001481,11
C0001482,11
C0001483,11
C0001484,10
C0001485,11
C0001486,12
C0001487,12
C0001488,12
C0001489,13
C0001490,13
C0001491,13
C0001492,12
C0001493,13
C0001494,14
C0001495,14
C0001496,14
C0001497,15
C0001498,15
C0001499,15
C0001500,18
C0001501,18
C0001502,18
C0001503,18
C0001504,17
C0001505,18
C0001506,18
C0001507,18
C0001508,23
C0001509,23
C0001510,23
C0001511,23
C0001512,23
C0001513,23
C0001514,23
C0001515,18
C0001516,18
C0001517,18
C0001518,18
C0001519,18
C0001520,18
C0001521,19
C0001522,20
C0001523,20
C0001524,23
C0001525,23
C0001526,23
C0001527,23
C0001528,24
C0001529,24
C0001530,24
C0001531,24
C0001532,24
C0001533,24
C0001534,24
C0001535,24
C0001536,25
C0001537,11
C0001538,11
C0001539,11
C0001540,11
C0001541,12
C0001542,12
C0001543,13
C0001544,13
C0001545,13
C0001546,14
C0001547,14
C0001548,14
C0001549,15
C0001550,15
C0001551,18
C0001552,18
C0001553,18
C0001554,18
C0001555,17
C0001556,18
C0001557,18
C0001558,18
C0001559,22
C0001560,22
C0001561,22
C0001562,22
C0001563,22
C0001564,22
C0001565,22
C0001566,18
C0001567,18
C0001568,18
C0001569,18
C0001570,18
C0001571,18
C0001572,19
C0001573,20
C0001574,20
C0001575,22
C0001576,22
C0001577,22
C0001578,22
C0001579,23
C0001580,23
C0001581,23
C0001582,23
C0001583,23
C0001584,23
C0001585,23
C0001586,23
C0001587,24
C0001588,11
C0001589,11
C0001590,11
C0001591,11
C0001592,12
C0001593,12
C0001594,13
C0001595,13
C0001596,13
C0001597,14
C0001598,14
C0001599,14
C0001600,15
C0001601,15
C0001602,18
C0001603,18
C0001604,18
C0001605,18
C0001606,17
C0001607,18
C0001608,18
C0001609,18
C0001610,21
C0001611,21
C0001612,21
C0001613,21
C0001614,21
C0001615,21
C0001616,21
C0001617,18
C0001618,18
C0001619,18
C0001620,18
C0001621,18
C0001622,18
C0001623,19
C0001624,20
C0001625,20
C0001626,21
C0001627,21
C0001628,21
C0001629,21
C0001630,22
C0001631,22
C0001632,22
C0001633,22
C0001634,22
C0001635,22
C0001636,22
C0001637,22
C0001638,23
C0001639,11
C0001640,11
C0001641,11
C0001642,11
C0001643,12
C0001644,12
C0001645,13
C0001646,13
C0001647,13
C0001648,14
C0001649,14
C0001650,14
C0001651,15
C0001652,15
C0001653,18
C0001654,18
C0001655,18
C0001656,18
C0001657,17
C0001658,18
C0001659,18
C0001660,18
C0001661,20
C0001662,20
C0001663,20
C0001664,20
C0001665,20
C0001666,20
C0001667,20
C0001668,18
C0001669,18
C0001670,18
C0001671,18
C0001672,18
C0001673,18
C0001674,19
C0001675,20
C0001676,20
C0001677,20
C0001678,20
C0001679,20
C0001680,20
C0001681,21
C0001682,21
C0001683,21
C0001684,21
C0001685,21
C0001686,21
C0001687,21
C0001688,21
C0001689,22
C0001690,11
C0001691,11
C0001692,11
C0001693,11
C0001694,12
C0001695,12
C0001696,13
C0001697,13
C0001698,13
C0001699,14
C0001700,14
C0001701,14
C0001702,15
C0001703,15
C0001704,18
C0001705,17
C0001706,18
C0001707,17
C0001708,17
C0001709,18
C0001710,18
C0001711,18
C0001712,19
C0001713,19
C0001714,19
C0001715,19
C0001716,19
C0001717,19
C0001718,19
C0001719,17
C0001720,17
C0001721,17
C0001722,17
C0001723,17
C0001724,17
C0001725,18
C0001726,19
C0001727,19
C0001728,19
C0001729,19
C0001730,19
C0001731,19
C0001732,20
C0001733,20
C0001734,20
C0001735,20
C0001736,20
C0001737,20
C0001738,20
C0001739,20
C0001740,21
C0001741,17
C0001742,17
C0001743,17
C0001744,17
C0001745,17
C0001746,17
C0001747,18
C0001748,19
C0001749,19
C0001750,19
C0001751,19
C0001752,20
C0001753,20
C0001754,20
C0001755,20
C0001756,20
C0001757,20
C0001758,20
C0001759,17
C0001760,17
C0001761,17
C0001762,17
C0001763,17
C0001764,17
C0001765,18
C0001766,19
C0001767,19
C0001768,19
C0001769,19
C0001770,21
C0001771,21
C0001772,21
C0001773,21
C0001774,21
C0001775,21
C0001776,21
C0001777,17
C0001778,17
C0001779,17
C0001780,17
C0001781,17
C0001782,17
C0001783,18
C0001784,19
C0001785,19
C0001786,19
C0001787,19
C0001788,22
C0001789,22
C0001790,22
C0001791,22
C0001792,22
C0001793,22
C0001794,22
C0001795,17
C0001796,17
C0001797,17
C0001798,17
C0001799,17
C0001800,17
C0001801,18
C0001802,19
C0001803,19
C0001804,19
C0001805,19
C0001806,23
C0001807,23
C0001808,23
C0001809,23
C0001810,23
C0001811,23
C0001812,23
C0001813,17
C0001814,17
C0001815,17
C0001816,17
C0001817,17
C0001818,17
C0001819,18
C0001820,19
C0001821,19
C0001822,19
C0001823,19
C0001824,24
C0001825,24
C0001826,24
C0001827,24
C0001828,24
C0001829,24
C0001830,24
C0001831,17
C0001832,17
C0001833,17
C0001834,17
C0001835,17
C0001836,17
C0001837,18
C0001838,19
C0001839,19
C0001840,19
C0001841,19
C0001842,25
C0001843,25
C0001844,25
C0001845,25
C0001846,25
C0001847,25
C0001848,25
C0001849,17
C0001850,17
C0001851,17
C0001852,17
C0001853,17
C0001854,17
C0001855,18
C0001856,19
C0001857,19
C0001858,19
C0001859,19
C0001860,26
C0001861,26
C0001862,26
C0001863,26
C0001864,26
C0001865,26
C0001866,26
C0001867,17
C0001868,17
C0001869,17
C0001870,17
C0001871,18
C0001872,17
C0001873,18
C0001874,19
C0001875,19
C0001876,19
C0001877,19
C0001878,27
C0001879,27
C0001880,27
C0001881,27
C0001882,27
C0001883,27
C0001884,27
C0001885,28
C0001886,28
C0001887,28
C0001888,25
C0001889,26
C0001890,26
C0001891,26
C0001892,26
C0001893,26
C0001894,26
C0001895,26
C0001896,26
C0001897,27
C0001898,24
C0001899,25
C0001900,25
C0001901,25
C0001902,25
C0001903,25
C0001904,25
C0001905,25
C0001906,25
C0001907,26
C0001908,23
C0001909,24
C0001910,24
C0001911,24
C0001912,24
C0001913,24
C0001914,24
C0001915,24
C0001916,24
C0001917,25
C0001918,22
C0001919,23
C0001920,23
C0001921,23
C0001922,23
C0001923,23
C0001924,23
C0001925,23
C0001926,23
C0001927,24
C0001928,21
C0001929,22
C0001930,22
C0001931,22
C0001932,22
C0001933,22
C0001934,22
C0001935,22
C0001936,22
C0001937,23
C0001938,20
C0001939,21
C0001940,21
C0001941,21
C0001942,21
C0001943,21
C0001944,21
C0001945,21
C0001946,21
C0001947,22
C0001948,19
C0001949,20
C0001950,20
C0001951,20
C0001952,20
C0001953,20
C0001954,20
C0001955,20
C0001956,20
C0001957,21
C0001958,20
C0001959,15
C0001960,20
C0001961,20
C0001962,20
C0001963,20
C0001964,20
C0001965,20
C0001966,15
C0001967,21
C0001968,21
C0001969,21
C0001970,21
C0001971,21
C0001972,21
C0001973,21
C0001974,15
C0001975,22
C0001976,22
C0001977,22
C0001978,22
C0001979,22
C0001980,22
C0001981,22
C0001982,15
C0001983,23
C0001984,23
C0001985,23
C0001986,23
C0001987,23
C0001988,23
C0001989,23
C0001990,15
C0001991,24
C0001992,24
C0001993,24
C0001994,24
C0001995,24
C0001996,24
C0001997,24
C0001998,15
